,coin,duration,favorite,like,sectid,sectname,time,view
6,3.67,1156.67,40.33,3.33,174.0,其他,2010-03-13 07:11:36,5927.33
7,4.0,150.0,47.0,0.0,75.0,动物圈,2010-03-13 07:11:36,6491.0
8,47.55,642.73,270.73,4.76,17.0,单机联机,2010-03-13 07:11:36,31933.18
9,30.0,175.0,468.0,3.0,28.0,原创音乐,2010-03-13 07:11:36,10408.0
10,0.0,1596.0,1.0,0.0,153.0,国产动画,2010-03-13 07:11:36,3648.0
11,307.5,9324.0,4002.0,58.5,32.0,完结动画,2010-03-13 07:11:36,59611.0
12,1.0,116.5,3.5,0.0,183.0,影视剪辑,2010-03-13 07:11:36,1980.0
13,3.15,342.0,66.73,1.31,21.0,日常,2010-03-13 07:11:36,8566.96
14,4.0,135.0,15.0,0.0,171.0,电子竞技,2010-03-13 07:11:36,1729.0
15,40.0,247.5,933.0,23.5,47.0,短片-手书-配音,2010-03-13 07:11:36,30943.0
16,1.0,630.0,39.0,3.0,162.0,绘画,2010-03-13 07:11:36,2088.0
17,23.5,320.32,321.91,2.97,27.0,综合,2010-03-13 07:11:36,14424.82
18,7.29,256.0,74.93,0.57,31.0,翻唱,2010-03-13 07:11:36,4080.86
19,22.33,1215.17,23.17,0.17,33.0,连载动画,2010-03-13 07:11:36,41148.0
20,271.0,50.5,2235.5,17.0,26.0,音MAD,2010-03-13 07:11:36,90759.0
21,8.96,299.19,97.66,0.96,130.0,音乐选集,2010-03-13 07:11:36,4868.11
22,0.0,130.0,5.0,0.0,136.0,音游,2010-03-13 07:11:36,2393.0
23,5.5,112.0,64.5,1.0,22.0,鬼畜调教,2010-03-13 07:11:36,25824.0
0,11.0,439.5,125.75,0.81,24.0,MAD-AMV,2010-03-23 07:11:36,9409.25
1,3.0,136.0,19.0,0.0,25.0,MMD-3D,2010-03-23 07:11:36,2432.0
2,0.0,1408.0,2.0,0.0,19.0,Mugen,2010-03-23 07:11:36,2097.5
3,2.59,260.53,51.41,1.32,30.0,VOCALOID-UTAU,2010-03-23 07:11:36,2569.56
4,7.33,347.33,40.67,0.67,29.0,三次元音乐,2010-03-23 07:11:36,6175.0
5,49.0,246.33,612.33,6.33,126.0,人力VOCALOID,2010-03-23 07:11:36,46167.0
6,1.75,229.25,64.5,1.0,174.0,其他,2010-03-23 07:11:36,4088.5
7,3.82,578.68,44.73,0.5,17.0,单机联机,2010-03-23 07:11:36,5590.02
8,1.0,731.0,43.0,0.0,20.0,宅舞,2010-03-23 07:11:36,7764.0
9,105.0,6913.67,1754.33,2.67,32.0,完结动画,2010-03-23 07:11:36,45839.0
10,102.21,423.58,1612.71,37.87,22.39,日常,2010-03-23 07:11:36,8628.39
11,4.0,536.0,11.0,1.0,173.0,桌游棋牌,2010-03-23 07:11:36,3801.0
12,23.0,11492.0,280.0,1.0,85.0,短片,2010-03-23 07:11:36,8017.0
13,9.17,592.67,80.67,3.33,47.0,短片-手书-配音,2010-03-23 07:11:36,6546.5
14,29.38,726.79,216.74,6.03,27.0,综合,2010-03-23 07:11:36,14072.03
15,3.0,833.0,148.0,1.0,76.0,美食圈,2010-03-23 07:11:36,42647.0
16,3.25,291.88,95.75,0.25,31.0,翻唱,2010-03-23 07:11:36,6026.38
17,9.44,1444.67,15.33,0.78,33.0,连载动画,2010-03-23 07:11:36,14262.22
18,2.0,133.6,30.0,1.0,26.0,音MAD,2010-03-23 07:11:36,5477.6
19,4.4,602.0,80.98,0.56,130.0,音乐选集,2010-03-23 07:11:36,5246.67
20,1.0,252.0,3.0,0.0,136.0,音游,2010-03-23 07:11:36,1695.0
21,851.17,137.67,6520.5,101.0,22.0,鬼畜调教,2010-03-23 07:11:36,6646.83
0,11.0,818.17,68.83,0.0,24.0,MAD-AMV,2010-04-02 07:11:36,5589.33
1,1.43,207.43,33.86,0.0,25.0,MMD-3D,2010-04-02 07:11:36,3891.29
2,1.0,172.0,1.0,0.0,19.0,Mugen,2010-04-02 07:11:36,2546.0
3,6.42,265.03,148.0,1.97,30.0,VOCALOID-UTAU,2010-04-02 07:11:36,5715.78
4,15.0,231.0,185.0,1.33,126.0,人力VOCALOID,2010-04-02 07:11:36,26051.33
5,0.0,138.5,8.0,0.0,174.0,其他,2010-04-02 07:11:36,7504.5
6,0.5,131.83,21.83,0.0,75.0,动物圈,2010-04-02 07:11:36,3823.83
7,2.95,768.56,69.68,0.32,17.0,单机联机,2010-04-02 07:11:36,6948.39
8,177.0,1229.0,3093.0,37.0,153.0,国产动画,2010-04-02 07:11:36,141851.0
9,6.0,331.0,126.0,0.0,20.0,宅舞,2010-04-02 07:11:36,11630.0
10,45.67,1219.33,448.33,1.17,32.0,完结动画,2010-04-02 07:11:36,56551.5
11,1.0,1038.0,15.0,0.0,152.0,官方延伸,2010-04-02 07:11:36,1854.0
12,65.0,973.0,374.0,17.0,138.0,搞笑,2010-04-02 07:11:36,55816.0
13,10.58,288.16,157.16,2.34,21.0,日常,2010-04-02 07:11:36,4224.79
14,1.0,417.33,8.0,0.0,173.0,桌游棋牌,2010-04-02 07:11:36,5128.0
15,1.0,303.0,1.0,0.0,171.0,电子竞技,2010-04-02 07:11:36,731.0
16,5.2,238.4,35.8,2.2,47.0,短片-手书-配音,2010-04-02 07:11:36,5026.4
17,0.0,240.0,16.0,0.0,162.0,绘画,2010-04-02 07:11:36,1079.0
18,20.03,412.0,232.39,6.33,27.0,综合,2010-04-02 07:11:36,9315.94
19,6.8,389.7,46.3,2.0,31.0,翻唱,2010-04-02 07:11:36,3097.9
20,72.44,1902.31,342.25,0.31,33.0,连载动画,2010-04-02 07:11:36,90780.81
21,69.5,919.5,758.5,3.25,26.0,音MAD,2010-04-02 07:11:36,51480.0
22,8.52,471.31,135.59,1.03,130.0,音乐选集,2010-04-02 07:11:36,8203.86
23,1.0,134.0,4.0,0.0,136.0,音游,2010-04-02 07:11:36,3785.0
24,47.29,303.86,351.57,3.86,22.0,鬼畜调教,2010-04-02 07:11:36,43719.0
0,6.83,350.83,61.17,0.5,24.0,MAD-AMV,2010-04-12 07:11:36,6017.17
1,5.0,156.0,76.0,1.0,25.0,MMD-3D,2010-04-12 07:11:36,7107.0
2,9.0,1231.5,29.5,0.25,19.0,Mugen,2010-04-12 07:11:36,13727.5
3,9.64,292.33,131.52,1.64,30.0,VOCALOID-UTAU,2010-04-12 07:11:36,4353.19
4,1.0,230.0,5.0,0.0,29.0,三次元音乐,2010-04-12 07:11:36,3239.0
5,4.0,109.75,100.0,0.75,126.0,人力VOCALOID,2010-04-12 07:11:36,12511.75
6,0.33,139.33,24.33,0.0,75.0,动物圈,2010-04-12 07:11:36,6948.33
7,1.05,535.37,10.47,0.11,17.0,单机联机,2010-04-12 07:11:36,3690.79
8,102.0,1227.5,1502.0,9.5,32.0,完结动画,2010-04-12 07:11:36,24710.5
9,19.03,206.09,494.62,17.03,21.0,日常,2010-04-12 07:11:36,17567.03
10,0.8,649.4,15.0,0.6,47.0,短片-手书-配音,2010-04-12 07:11:36,1021.6
11,11.15,344.33,173.97,0.36,27.0,综合,2010-04-12 07:11:36,11536.33
12,14.0,393.5,191.0,0.5,31.0,翻唱,2010-04-12 07:11:36,14511.0
13,23.31,1269.75,71.62,0.44,33.0,连载动画,2010-04-12 07:11:36,63253.19
14,5.8,160.8,65.2,1.2,26.0,音MAD,2010-04-12 07:11:36,2324.8
15,15.15,574.31,266.81,0.81,130.0,音乐选集,2010-04-12 07:11:36,4267.35
16,1.5,379.0,16.5,0.0,136.0,音游,2010-04-12 07:11:36,2573.0
17,15.0,1270.0,345.73,0.91,22.0,鬼畜调教,2010-04-12 07:11:36,24948.55
0,21.44,372.06,211.38,1.88,24.0,MAD-AMV,2010-04-22 07:11:36,6689.44
1,1.0,226.5,135.75,0.25,25.0,MMD-3D,2010-04-22 07:11:36,8404.25
2,0.75,900.75,3.0,0.0,19.0,Mugen,2010-04-22 07:11:36,991.5
3,65.32,371.53,543.12,2.94,30.0,VOCALOID-UTAU,2010-04-22 07:11:36,11860.85
4,30.0,309.0,219.0,1.0,29.0,三次元音乐,2010-04-22 07:11:36,7974.0
5,32.25,239.5,313.5,2.5,126.0,人力VOCALOID,2010-04-22 07:11:36,22968.25
6,0.33,364.0,4.33,0.33,174.0,其他,2010-04-22 07:11:36,3134.67
7,5.0,58.0,81.33,0.0,75.0,动物圈,2010-04-22 07:11:36,17585.67
8,5.0,668.38,59.28,0.52,17.0,单机联机,2010-04-22 07:11:36,6828.92
9,0.0,783.0,8.0,0.0,20.0,宅舞,2010-04-22 07:11:36,1503.0
10,115.5,7471.83,1111.5,3.17,32.0,完结动画,2010-04-22 07:11:36,100972.5
11,0.0,301.0,5.0,0.0,138.0,搞笑,2010-04-22 07:11:36,2722.0
12,3.23,354.29,44.59,0.32,21.0,日常,2010-04-22 07:11:36,5728.97
13,0.83,504.17,5.33,0.0,171.0,电子竞技,2010-04-22 07:11:36,1794.5
14,21.2,263.1,332.2,12.1,47.0,短片-手书-配音,2010-04-22 07:11:36,17397.4
15,0.0,198.0,3.0,0.0,162.0,绘画,2010-04-22 07:11:36,517.0
16,3.7,519.21,64.93,0.39,27.0,综合,2010-04-22 07:11:36,4436.75
17,1.0,1268.0,9.0,0.0,65.0,网络游戏,2010-04-22 07:11:36,324.0
18,35.32,271.32,312.47,2.16,31.0,翻唱,2010-04-22 07:11:36,16183.21
19,18.71,986.79,46.14,0.14,33.0,连载动画,2010-04-22 07:11:36,40466.71
20,26.79,329.86,246.86,1.64,26.0,音MAD,2010-04-22 07:11:36,24286.07
21,23.15,808.35,276.67,2.2,130.0,音乐选集,2010-04-22 07:11:36,12927.13
22,1.0,114.0,17.0,1.0,136.0,音游,2010-04-22 07:11:36,3839.0
23,38.23,223.62,360.0,8.46,22.0,鬼畜调教,2010-04-22 07:11:36,23431.46
0,346.4,212.05,1600.55,13.1,24.0,MAD-AMV,2010-05-02 07:11:36,38107.7
1,4.67,193.33,96.58,0.33,25.0,MMD-3D,2010-05-02 07:11:36,5358.08
2,0.42,1028.21,3.21,0.05,19.0,Mugen,2010-05-02 07:11:36,1500.68
3,3.82,302.42,58.56,1.84,30.0,VOCALOID-UTAU,2010-05-02 07:11:36,2297.11
4,11.75,349.25,108.62,2.75,29.0,三次元音乐,2010-05-02 07:11:36,7426.0
5,7.67,186.67,80.67,0.67,126.0,人力VOCALOID,2010-05-02 07:11:36,9964.0
6,1.5,359.17,114.17,0.67,174.0,其他,2010-05-02 07:11:36,16239.83
7,8.67,164.33,77.67,0.33,75.0,动物圈,2010-05-02 07:11:36,21195.67
8,3.04,495.0,24.42,0.18,17.0,单机联机,2010-05-02 07:11:36,3966.6
9,0.0,1558.0,5.0,0.0,153.0,国产动画,2010-05-02 07:11:36,8363.0
10,1.0,63.0,10.0,0.0,20.0,宅舞,2010-05-02 07:11:36,6733.0
11,90.0,901.43,3991.43,60.43,32.0,完结动画,2010-05-02 07:11:36,220706.57
12,12.8,302.68,182.93,3.28,21.0,日常,2010-05-02 07:11:36,10253.85
13,203.0,1111.0,2687.0,4.0,98.0,机械,2010-05-02 07:11:36,80583.0
14,0.75,1142.75,30.75,6.25,171.0,电子竞技,2010-05-02 07:11:36,11333.0
15,9.0,173.57,238.71,1.86,47.0,短片-手书-配音,2010-05-02 07:11:36,12380.57
16,10.9,408.56,140.85,0.98,27.0,综合,2010-05-02 07:11:36,6864.8
17,0.0,381.5,3.0,0.0,65.0,网络游戏,2010-05-02 07:11:36,3581.5
18,22.2,295.6,223.04,1.72,31.0,翻唱,2010-05-02 07:11:36,11352.4
19,16.75,1129.69,126.5,0.62,33.0,连载动画,2010-05-02 07:11:36,30728.56
20,15.55,294.45,158.27,0.36,26.0,音MAD,2010-05-02 07:11:36,12531.55
21,7.4,526.85,84.36,0.76,130.0,音乐选集,2010-05-02 07:11:36,4172.78
22,96.0,386.0,1073.0,19.0,136.0,音游,2010-05-02 07:11:36,36740.5
23,56.29,212.86,348.57,12.0,22.0,鬼畜调教,2010-05-02 07:11:36,44616.0
0,1.19,207.62,24.88,0.19,24.0,MAD-AMV,2010-05-12 07:11:36,1576.0
1,1.83,196.33,120.33,0.33,25.0,MMD-3D,2010-05-12 07:11:36,6544.0
2,0.33,780.4,3.73,0.07,19.0,Mugen,2010-05-12 07:11:36,1528.93
3,7.5,275.21,103.93,2.43,30.0,VOCALOID-UTAU,2010-05-12 07:11:36,3302.17
4,686.33,260.67,4751.0,17.33,29.0,三次元音乐,2010-05-12 07:11:36,147792.0
5,2.0,221.0,30.0,0.0,126.0,人力VOCALOID,2010-05-12 07:11:36,171.0
6,4.75,222.75,60.25,0.0,174.0,其他,2010-05-12 07:11:36,6544.5
7,0.75,186.5,29.75,0.0,75.0,动物圈,2010-05-12 07:11:36,9388.0
8,0.82,527.37,15.55,0.16,17.0,单机联机,2010-05-12 07:11:36,3403.59
9,0.5,918.5,5.5,0.0,153.0,国产动画,2010-05-12 07:11:36,5444.5
10,22.0,260.0,597.0,1.0,20.0,宅舞,2010-05-12 07:11:36,27850.0
11,66.5,9835.0,529.5,1.5,32.0,完结动画,2010-05-12 07:11:36,73337.5
12,0.0,599.0,39.0,0.0,152.0,官方延伸,2010-05-12 07:11:36,5745.0
13,8.0,3443.0,268.0,2.0,183.0,影视剪辑,2010-05-12 07:11:36,34043.0
14,6.0,2889.0,130.0,0.0,138.0,搞笑,2010-05-12 07:11:36,16297.0
15,6.0,365.15,82.27,0.76,21.0,日常,2010-05-12 07:11:36,7706.62
16,0.0,1568.33,4.67,0.0,171.0,电子竞技,2010-05-12 07:11:36,4353.0
17,16.53,425.41,256.94,2.0,47.0,短片-手书-配音,2010-05-12 07:11:36,22036.06
18,7.55,322.21,155.92,4.73,27.0,综合,2010-05-12 07:11:36,9589.67
19,4.61,381.5,98.06,0.83,31.0,翻唱,2010-05-12 07:11:36,6558.72
20,8.64,1235.36,26.93,0.07,33.0,连载动画,2010-05-12 07:11:36,24693.71
21,85.33,283.67,593.0,4.0,26.0,音MAD,2010-05-12 07:11:36,1433.0
22,5.83,605.91,67.81,0.94,130.0,音乐选集,2010-05-12 07:11:36,4794.94
23,0.0,203.0,8.5,0.0,136.0,音游,2010-05-12 07:11:36,2175.0
24,22.21,213.21,205.21,3.29,22.0,鬼畜调教,2010-05-12 07:11:36,13828.86
0,0.0,127.0,4.0,0.0,175.0,ASMR,2010-05-22 07:11:36,4955.0
1,0.36,241.43,16.43,0.0,24.0,MAD-AMV,2010-05-22 07:11:36,2686.93
2,0.75,211.0,31.5,0.25,25.0,MMD-3D,2010-05-22 07:11:36,3977.25
3,0.88,878.5,4.12,0.25,19.0,Mugen,2010-05-22 07:11:36,1573.38
4,5.35,364.4,67.38,3.92,30.0,VOCALOID-UTAU,2010-05-22 07:11:36,2076.5
5,3.25,650.25,76.25,2.5,29.0,三次元音乐,2010-05-22 07:11:36,5439.5
6,9.5,414.0,137.0,1.0,126.0,人力VOCALOID,2010-05-22 07:11:36,14293.5
7,0.67,535.0,13.0,0.0,174.0,其他,2010-05-22 07:11:36,2235.33
8,1.0,135.71,17.43,0.0,75.0,动物圈,2010-05-22 07:11:36,4547.29
9,133.15,654.1,1006.35,14.39,17.0,单机联机,2010-05-22 07:11:36,37981.15
10,11.0,970.5,70.0,1.0,153.0,国产动画,2010-05-22 07:11:36,19598.5
11,26.4,1094.8,634.8,3.2,32.0,完结动画,2010-05-22 07:11:36,31485.6
12,2.0,2332.5,47.5,0.0,152.0,官方延伸,2010-05-22 07:11:36,1772.5
13,22.0,456.5,130.0,2.0,169.0,布袋戏,2010-05-22 07:11:36,6920.0
14,0.0,149.0,23.0,0.0,138.0,搞笑,2010-05-22 07:11:36,6124.0
15,4.14,324.52,49.87,2.26,21.69,日常,2010-05-22 07:11:36,11047.18
16,0.25,795.5,3.0,0.0,173.0,桌游棋牌,2010-05-22 07:11:36,3802.75
17,0.5,1520.5,6.5,0.0,171.0,电子竞技,2010-05-22 07:11:36,3109.5
18,2.67,442.0,67.33,0.56,47.0,短片-手书-配音,2010-05-22 07:11:36,6007.11
19,3.03,304.81,49.46,0.58,27.0,综合,2010-05-22 07:11:36,5564.87
20,11.4,225.55,114.55,0.75,31.0,翻唱,2010-05-22 07:11:36,8307.7
21,9.24,1609.47,32.24,0.35,33.0,连载动画,2010-05-22 07:11:36,23827.82
22,35.0,373.11,358.33,5.89,26.0,音MAD,2010-05-22 07:11:36,23340.56
23,6.6,595.74,109.67,3.31,130.0,音乐选集,2010-05-22 07:11:36,24940.12
24,0.3,273.9,14.1,0.3,136.0,音游,2010-05-22 07:11:36,3713.2
25,37.0,670.86,325.14,5.71,22.0,鬼畜调教,2010-05-22 07:11:36,49520.71
0,2.44,150.89,64.61,0.0,24.0,MAD-AMV,2010-06-01 07:11:36,4779.5
1,1.4,147.2,13.4,0.2,25.0,MMD-3D,2010-06-01 07:11:36,1905.4
2,0.38,1178.38,3.75,0.0,19.0,Mugen,2010-06-01 07:11:36,1784.12
3,3.22,316.37,65.78,1.74,30.0,VOCALOID-UTAU,2010-06-01 07:11:36,3029.59
4,0.75,206.25,28.5,1.5,29.0,三次元音乐,2010-06-01 07:11:36,2983.0
5,8.0,95.0,79.33,0.67,174.0,其他,2010-06-01 07:11:36,6543.67
6,16.4,74.4,154.0,1.4,75.0,动物圈,2010-06-01 07:11:36,17196.6
7,4.17,731.96,50.99,0.45,17.0,单机联机,2010-06-01 07:11:36,6361.1
8,2.0,813.0,58.5,0.5,153.0,国产动画,2010-06-01 07:11:36,11879.0
9,0.0,283.5,7.5,0.0,20.0,宅舞,2010-06-01 07:11:36,6056.5
10,36.25,21838.75,345.0,1.25,32.0,完结动画,2010-06-01 07:11:36,52688.5
11,2.4,565.4,55.0,0.4,152.0,官方延伸,2010-06-01 07:11:36,5367.8
12,2.75,277.75,58.0,0.25,183.0,影视剪辑,2010-06-01 07:11:36,5743.75
13,1.0,2276.0,3.0,0.0,172.0,手机游戏,2010-06-01 07:11:36,3950.0
14,0.0,131.0,70.0,1.0,138.0,搞笑,2010-06-01 07:11:36,-1.0
15,1.99,381.29,38.33,0.57,21.0,日常,2010-06-01 07:11:36,7617.24
16,0.25,233.0,4.0,0.0,171.0,电子竞技,2010-06-01 07:11:36,1738.75
17,9.75,205.0,70.0,0.75,47.0,短片-手书-配音,2010-06-01 07:11:36,8399.0
18,9.0,16.0,416.0,1.0,178.0,科学探索,2010-06-01 07:11:36,5027.0
19,14.84,385.72,201.72,8.67,27.0,综合,2010-06-01 07:11:36,9490.97
20,80.27,381.41,222.09,15.27,31.0,翻唱,2010-06-01 07:11:36,22031.09
21,7.29,1252.35,40.0,0.24,33.0,连载动画,2010-06-01 07:11:36,28200.06
22,1.0,125.0,13.0,0.0,122.0,野生技术协会,2010-06-01 07:11:36,8876.0
23,94.33,95.67,777.17,34.17,26.0,音MAD,2010-06-01 07:11:36,48227.67
24,13.7,419.47,141.82,0.42,130.0,音乐选集,2010-06-01 07:11:36,6856.39
25,1.71,409.29,13.0,0.0,136.0,音游,2010-06-01 07:11:36,2854.43
26,16.0,200.75,234.25,1.5,22.0,鬼畜调教,2010-06-01 07:11:36,20285.75
0,7.22,281.76,72.27,0.59,24.0,MAD-AMV,2010-06-11 07:11:36,6568.15
1,1.17,182.67,32.5,0.17,25.0,MMD-3D,2010-06-11 07:11:36,4315.33
2,0.17,1101.17,4.17,0.33,19.0,Mugen,2010-06-11 07:11:36,986.5
3,3.15,276.73,32.3,1.61,30.0,VOCALOID-UTAU,2010-06-11 07:11:36,2280.85
4,19.0,337.42,78.58,4.42,29.0,三次元音乐,2010-06-11 07:11:36,5984.17
5,1.0,96.0,69.0,0.0,126.0,人力VOCALOID,2010-06-11 07:11:36,17652.0
6,2.75,245.75,35.0,1.5,174.0,其他,2010-06-11 07:11:36,4021.5
7,0.4,142.8,18.2,0.2,75.0,动物圈,2010-06-11 07:11:36,4475.6
8,3.71,561.73,33.99,0.72,17.0,单机联机,2010-06-11 07:11:36,5923.57
9,8.8,225.6,154.2,4.4,20.0,宅舞,2010-06-11 07:11:36,12095.8
10,310.75,17479.0,1806.5,9.25,32.0,完结动画,2010-06-11 07:11:36,255501.75
11,0.0,89.0,12.0,1.0,166.0,广告,2010-06-11 07:11:36,544.0
12,6.0,125.33,31.0,1.0,183.0,影视剪辑,2010-06-11 07:11:36,5213.33
13,36.21,464.34,375.38,39.19,21.44,日常,2010-06-11 07:11:36,8294.09
14,0.0,2340.0,2.0,0.0,173.0,桌游棋牌,2010-06-11 07:11:36,2207.0
15,6.0,799.0,59.0,0.0,59.0,演奏,2010-06-11 07:11:36,5915.0
16,4.0,3308.0,321.0,1.0,39.0,演讲-公开课,2010-06-11 07:11:36,13868.0
17,0.0,1118.0,4.5,0.0,171.0,电子竞技,2010-06-11 07:11:36,1703.0
18,0.0,1620.0,36.0,1.0,85.0,短片,2010-06-11 07:11:36,7743.0
19,231.4,529.0,713.0,15.2,47.0,短片-手书-配音,2010-06-11 07:11:36,13242.8
20,8.57,413.09,147.95,1.69,27.0,综合,2010-06-11 07:11:36,12149.8
21,0.0,223.0,1.0,0.0,65.0,网络游戏,2010-06-11 07:11:36,1856.0
22,6.88,335.39,105.76,2.27,31.0,翻唱,2010-06-11 07:11:36,10125.21
23,10.62,967.81,35.12,0.19,33.0,连载动画,2010-06-11 07:11:36,18463.19
24,8.58,171.25,87.67,0.83,26.0,音MAD,2010-06-11 07:11:36,8506.0
25,11.19,352.91,140.77,2.28,130.0,音乐选集,2010-06-11 07:11:36,9231.98
26,0.0,320.5,2.83,0.0,136.0,音游,2010-06-11 07:11:36,2109.83
27,0.67,157.33,9.33,0.0,184.0,预告 资讯,2010-06-11 07:11:36,4896.67
28,5.5,107.0,43.0,2.1,22.0,鬼畜调教,2010-06-11 07:11:36,7383.9
0,10.78,232.14,166.11,0.86,24.0,MAD-AMV,2010-06-21 07:11:36,4544.46
1,0.33,172.0,37.67,0.33,25.0,MMD-3D,2010-06-21 07:11:36,4717.33
2,0.2,1378.4,1.2,0.0,19.0,Mugen,2010-06-21 07:11:36,1075.2
3,5.78,280.1,84.5,1.92,30.0,VOCALOID-UTAU,2010-06-21 07:11:36,2752.4
4,4.8,260.0,40.8,2.2,29.0,三次元音乐,2010-06-21 07:11:36,5183.2
5,14.0,101.0,280.0,3.0,126.0,人力VOCALOID,2010-06-21 07:11:36,33526.0
6,1.67,299.5,32.5,0.83,174.0,其他,2010-06-21 07:11:36,3882.67
7,0.5,105.5,9.33,0.0,75.0,动物圈,2010-06-21 07:11:36,2716.33
8,2.38,683.21,47.18,0.28,17.0,单机联机,2010-06-21 07:11:36,5204.03
9,2.5,935.0,17.0,0.5,153.0,国产动画,2010-06-21 07:11:36,7022.5
10,0.0,91.0,5.0,0.0,168.0,国产原创相关,2010-06-21 07:11:36,3762.0
11,0.0,196.0,23.0,0.0,20.0,宅舞,2010-06-21 07:11:36,94.0
12,672.0,9204.18,3987.36,29.45,32.0,完结动画,2010-06-21 07:11:36,493354.73
13,3.0,208.5,26.5,0.5,152.0,官方延伸,2010-06-21 07:11:36,5445.0
14,1.0,59.0,17.0,0.0,166.0,广告,2010-06-21 07:11:36,3255.5
15,4.47,691.89,57.93,0.64,21.0,日常,2010-06-21 07:11:36,6564.61
16,0.0,5387.0,131.0,9.0,86.0,特摄,2010-06-21 07:11:36,14230.0
17,1.0,323.67,30.67,0.33,171.0,电子竞技,2010-06-21 07:11:36,13135.0
18,55.67,381.6,462.27,7.33,47.0,短片-手书-配音,2010-06-21 07:11:36,14917.33
19,8.19,458.29,113.39,1.24,27.0,综合,2010-06-21 07:11:36,9211.54
20,5.85,283.89,94.3,0.66,31.0,翻唱,2010-06-21 07:11:36,6203.11
21,33.79,1261.16,60.58,0.21,33.0,连载动画,2010-06-21 07:11:36,24280.37
22,60.0,4464.0,3211.5,1.0,122.0,野生技术协会,2010-06-21 07:11:36,45072.0
23,77.5,255.88,649.5,11.75,26.0,音MAD,2010-06-21 07:11:36,21766.69
24,23.86,660.15,222.99,1.82,130.0,音乐选集,2010-06-21 07:11:36,11018.12
25,8.75,553.5,184.75,4.0,136.0,音游,2010-06-21 07:11:36,11384.25
26,0.5,146.5,19.0,0.0,184.0,预告 资讯,2010-06-21 07:11:36,11868.0
27,9.5,152.38,87.25,0.38,22.0,鬼畜调教,2010-06-21 07:11:36,8474.5
0,6.26,437.5,98.37,0.37,24.0,MAD-AMV,2010-07-01 07:11:36,5757.47
1,1.4,210.6,55.2,0.0,25.0,MMD-3D,2010-07-01 07:11:36,8434.2
2,1.25,1030.0,2.25,0.0,19.0,Mugen,2010-07-01 07:11:36,853.75
3,1.43,247.0,23.1,0.85,30.0,VOCALOID-UTAU,2010-07-01 07:11:36,1598.89
4,68.4,213.6,802.6,20.8,29.0,三次元音乐,2010-07-01 07:11:36,43905.0
5,218.67,170.67,1237.67,23.33,126.0,人力VOCALOID,2010-07-01 07:11:36,61778.67
6,111.0,187.0,350.17,0.33,174.0,其他,2010-07-01 07:11:36,19580.67
7,0.92,113.92,21.0,0.0,75.0,动物圈,2010-07-01 07:11:36,5482.69
8,6.21,2719.45,58.69,0.75,17.0,单机联机,2010-07-01 07:11:36,10525.93
9,3.0,857.0,27.0,0.0,153.0,国产动画,2010-07-01 07:11:36,10369.0
10,0.0,221.0,8.0,0.0,20.0,宅舞,2010-07-01 07:11:36,5984.0
11,485.33,5743.22,2945.0,6.33,32.0,完结动画,2010-07-01 07:11:36,224454.22
12,0.0,53.0,8.0,1.0,152.0,官方延伸,2010-07-01 07:11:36,1804.0
13,6.1,364.94,102.94,1.61,21.0,日常,2010-07-01 07:11:36,7266.17
14,9.0,713.0,65.0,1.0,173.0,桌游棋牌,2010-07-01 07:11:36,30724.0
15,7.0,2048.56,90.33,0.67,171.0,电子竞技,2010-07-01 07:11:36,22380.67
16,1.0,3470.0,23.0,0.0,85.0,短片,2010-07-01 07:11:36,3473.0
17,0.2,278.2,38.6,0.2,47.0,短片-手书-配音,2010-07-01 07:11:36,4078.4
18,5.85,388.96,89.76,1.49,27.0,综合,2010-07-01 07:11:36,5345.56
19,0.0,151.0,2.0,0.0,65.0,网络游戏,2010-07-01 07:11:36,1517.0
20,5.8,312.18,61.68,0.4,31.0,翻唱,2010-07-01 07:11:36,3604.92
21,9.0,1596.0,504.0,0.0,124.0,趣味科普人文,2010-07-01 07:11:36,-1.0
22,126.19,1256.29,419.9,2.57,33.0,连载动画,2010-07-01 07:11:36,147025.67
23,6.36,380.14,63.14,0.21,26.0,音MAD,2010-07-01 07:11:36,3309.93
24,16.42,620.49,196.38,2.07,130.0,音乐选集,2010-07-01 07:11:36,11372.51
25,2.8,218.2,41.2,0.6,136.0,音游,2010-07-01 07:11:36,9068.2
26,18.71,308.43,169.57,1.0,22.0,鬼畜调教,2010-07-01 07:11:36,12299.0
0,2.8,207.32,46.4,0.55,24.0,MAD-AMV,2010-07-11 07:11:36,2256.98
1,1.22,339.89,58.33,0.67,25.0,MMD-3D,2010-07-11 07:11:36,5238.89
2,1.0,1181.0,1.5,0.0,19.0,Mugen,2010-07-11 07:11:36,1559.5
3,6.45,287.08,96.3,2.23,30.0,VOCALOID-UTAU,2010-07-11 07:11:36,3427.76
4,12.92,693.58,110.0,1.75,29.0,三次元音乐,2010-07-11 07:11:36,6538.08
5,26.33,154.0,322.0,3.67,126.0,人力VOCALOID,2010-07-11 07:11:36,39843.0
6,8.5,248.0,279.25,0.62,174.0,其他,2010-07-11 07:11:36,6052.0
7,10.25,196.75,89.75,1.0,75.0,动物圈,2010-07-11 07:11:36,16458.0
8,2.06,837.56,30.1,0.2,17.0,单机联机,2010-07-11 07:11:36,5416.24
9,5126.0,135.0,20218.0,387.0,28.0,原创音乐,2010-07-11 07:11:36,395029.0
